# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# Summary: ma min=0.0002, max=0.8685, eq1.0=0 | mb min=0.0000, max=0.9091, eq1.0=0
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
1149	 983.300	0.0816	0.0093	+0.0723
1150	 983.333	0.0705	0.0093	+0.0612
1151	 983.367	0.0823	0.0093	+0.0730
1152	 983.400	0.0969	0.0130	+0.0838
1153	 983.433	0.0933	0.0085	+0.0848
1154	 983.467	0.1624	0.0037	+0.1587
1155	 983.500	0.1870	0.0037	+0.1833
1156	 983.533	0.3650	0.0037	+0.3613
1157	 983.567	0.3564	0.0000	+0.3564
1158	 983.600	0.3518	0.0000	+0.3518
1159	 983.633	0.2833	0.0000	+0.2833
1160	 983.667	0.2643	0.0000	+0.2643
1161	 983.700	0.0781	0.0000	+0.0781
1162	 983.733	0.0696	0.0000	+0.0696
1163	 983.767	0.0550	0.0030	+0.0519
1164	 983.800	0.0400	0.0030	+0.0369
1165	 983.833	0.0372	0.0030	+0.0341
1166	 983.867	0.0407	0.0030	+0.0376
1167	 983.900	0.0442	0.0030	+0.0412
1168	 983.933	0.0498	0.0000	+0.0498
1169	 983.967	0.0657	0.0000	+0.0657
1170	 984.000	0.0855	0.0000	+0.0855
1171	 984.033	0.2612	0.0000	+0.2612
1172	 984.067	0.2592	0.0000	+0.2592
1173	 984.100	0.4399	0.0000	+0.4399
1174	 984.133	0.4346	0.0000	+0.4346
1175	 984.167	0.4127	0.0000	+0.4127
1176	 984.200	0.2272	0.0000	+0.2272
1177	 984.233	0.2196	0.0000	+0.2196
1178	 984.267	0.0345	0.0059	+0.0286
1179	 984.300	0.0226	0.0059	+0.0167
1180	 984.333	0.0249	0.0059	+0.0190
1181	 984.367	0.0344	0.0092	+0.0251
1182	 984.400	0.0404	0.0129	+0.0275
1183	 984.433	0.0425	0.0070	+0.0355
1184	 984.467	0.0443	0.0081	+0.0362
1185	 984.500	0.0400	0.0083	+0.0317
1186	 984.533	0.0333	0.0050	+0.0283
1187	 984.567	0.0527	0.0220	+0.0307
1188	 984.600	0.0421	0.0220	+0.0201
1189	 984.633	0.0426	0.0208	+0.0218
1190	 984.667	0.0457	0.0207	+0.0251
1191	 984.700	0.0442	0.0207	+0.0235
1192	 984.733	0.0140	0.0000	+0.0140
1193	 984.767	0.0255	0.0000	+0.0255
1194	 984.800	0.0176	0.0008	+0.0168
1195	 984.833	0.0142	0.0015	+0.0128
1196	 984.867	0.0148	0.0029	+0.0119
1197	 984.900	0.0171	0.0187	-0.0016
1198	 984.933	0.0057	0.0187	-0.0130
1199	 984.967	0.0057	0.0179	-0.0122
