# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# Summary: ma min=0.0056, max=0.6114, eq1.0=0 | mb min=0.0000, max=0.9091, eq1.0=0
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
1138	 982.933	0.2711	0.0632	+0.2078
1139	 982.967	0.3017	0.0512	+0.2505
1140	 983.000	0.3023	0.0846	+0.2177
1141	 983.033	0.2850	0.0938	+0.1912
1142	 983.067	0.2718	0.1229	+0.1489
1143	 983.100	0.2737	0.1083	+0.1653
1144	 983.133	0.2702	0.1083	+0.1619
1145	 983.167	0.2569	0.1282	+0.1287
1146	 983.200	0.2140	0.1234	+0.0907
1147	 983.233	0.2040	0.0938	+0.1103
1148	 983.267	0.1827	0.0887	+0.0940
1149	 983.300	0.1636	0.0648	+0.0988
1150	 983.333	0.1759	0.0683	+0.1077
1151	 983.367	0.2031	0.0937	+0.1094
1152	 983.400	0.2356	0.0840	+0.1516
1153	 983.433	0.2990	0.0826	+0.2164
1154	 983.467	0.2956	0.0959	+0.1997
1155	 983.500	0.4369	0.1034	+0.3335
1156	 983.533	0.4489	0.1092	+0.3397
1157	 983.567	0.4406	0.1244	+0.3163
1158	 983.600	0.4157	0.1121	+0.3036
1159	 983.633	0.3819	0.1326	+0.2493
1160	 983.667	0.3010	0.1288	+0.1722
1161	 983.700	0.2949	0.1301	+0.1649
1162	 983.733	0.1464	0.1340	+0.0124
1163	 983.767	0.1341	0.1555	-0.0214
1164	 983.800	0.1194	0.1488	-0.0294
1165	 983.833	0.1196	0.1471	-0.0275
1166	 983.867	0.1291	0.1477	-0.0186
1167	 983.900	0.1303	0.1707	-0.0404
1168	 983.933	0.1506	0.1556	-0.0050
1169	 983.967	0.1781	0.1640	+0.0141
1170	 984.000	0.3230	0.1644	+0.1586
1171	 984.033	0.3472	0.1517	+0.1955
1172	 984.067	0.4780	0.1587	+0.3193
1173	 984.100	0.4792	0.1580	+0.3212
1174	 984.133	0.4787	0.1508	+0.3279
1175	 984.167	0.4537	0.1708	+0.2829
1176	 984.200	0.4291	0.1516	+0.2775
1177	 984.233	0.2884	0.1358	+0.1526
1178	 984.267	0.2674	0.1643	+0.1031
1179	 984.300	0.1215	0.1622	-0.0407
1180	 984.333	0.1050	0.1392	-0.0342
1181	 984.367	0.1029	0.1327	-0.0297
1182	 984.400	0.1055	0.1143	-0.0089
1183	 984.433	0.0898	0.1194	-0.0297
1184	 984.467	0.0693	0.1074	-0.0381
1185	 984.500	0.0582	0.1061	-0.0479
1186	 984.533	0.0717	0.0889	-0.0172
1187	 984.567	0.0759	0.0803	-0.0044
1188	 984.600	0.0880	0.0782	+0.0098
1189	 984.633	0.0857	0.0963	-0.0106
1190	 984.667	0.0944	0.0928	+0.0016
1191	 984.700	0.1052	0.0998	+0.0054
1192	 984.733	0.1197	0.0667	+0.0530
1193	 984.767	0.1025	0.0612	+0.0414
1194	 984.800	0.0962	0.0565	+0.0397
1195	 984.833	0.0769	0.0517	+0.0252
1196	 984.867	0.0708	0.0412	+0.0297
1197	 984.900	0.0574	0.0329	+0.0245
1198	 984.933	0.0453	0.0190	+0.0263
1199	 984.967	0.0232	0.0190	+0.0042
