# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
1153	 983.433	0.0531	0.0538	-0.0007
1154	 983.467	0.0636	0.1035	-0.0398
1155	 983.500	0.0901	0.1854	-0.0953
1156	 983.533	0.4562	0.0950	+0.3612
1157	 983.567	0.1111	0.0411	+0.0700
1158	 983.600	0.6894	0.0493	+0.6402
1159	 983.633	0.7031	0.0467	+0.6564
1160	 983.667	0.0653	0.0548	+0.0105
1161	 983.700	0.0361	0.0674	-0.0312
1162	 983.733	0.0243	0.0387	-0.0144
1163	 983.767	0.0257	0.0386	-0.0129
1164	 983.800	0.0309	0.0573	-0.0264
1165	 983.833	0.0305	0.0453	-0.0148
1166	 983.867	0.0435	0.0771	-0.0337
1167	 983.900	0.0263	0.0381	-0.0117
1168	 983.933	0.8287	0.1112	+0.7176
1169	 983.967	0.0760	0.0724	+0.0035
1170	 984.000	0.0557	0.0514	+0.0043
1171	 984.033	0.0753	0.0634	+0.0119
1172	 984.067	0.0846	0.0692	+0.0154
1173	 984.100	0.4586	0.1003	+0.3583
1174	 984.133	0.0653	0.0545	+0.0108
1175	 984.167	0.7111	0.0917	+0.6195
1176	 984.200	0.0846	0.0714	+0.0132
1177	 984.233	0.0416	0.0972	-0.0555
1178	 984.267	0.0302	0.0505	-0.0203
1179	 984.300	0.0448	0.0362	+0.0086
1180	 984.333	0.0494	0.0539	-0.0045
1181	 984.367	0.5414	0.0936	+0.4478
1182	 984.400	0.0331	0.0729	-0.0398
1183	 984.433	0.0724	0.0529	+0.0195
1184	 984.467	0.0200	0.0541	-0.0341
1185	 984.500	0.0590	0.0667	-0.0077
1186	 984.533	0.0171	0.0441	-0.0270
1187	 984.567	0.0508	0.0265	+0.0243
1188	 984.600	0.0199	0.1248	-0.1050
1189	 984.633	0.5239	0.0889	+0.4349
1190	 984.667	0.0313	0.0177	+0.0135
1191	 984.700	0.0630	0.0189	+0.0441
1192	 984.733	0.0464	0.0807	-0.0344
1193	 984.767	0.5379	0.0123	+0.5256
1194	 984.800	0.0258	0.0116	+0.0142
1195	 984.833	0.5439	0.0353	+0.5086
1196	 984.867	0.5308	0.0116	+0.5192
1197	 984.900	0.0271	0.0074	+0.0197
1198	 984.933	0.0143	0.0146	-0.0002
1199	 984.967	0.0155	0.0773	-0.0619
