# Per-frame agreement breakdown for reel_c1: fused active speaker timeline vs diarization label
# Note: diar_label shows raw transcript segment speaker; vad_speech gates active speech evaluation.
# frame	vad_speech	fused_label	diar_label	mouth_raw	agree
1021	False	silence    	spk_b  	spk_b  	False
1022	False	silence    	spk_b  	spk_b  	False
1023	True 	spk_b      	spk_b  	spk_b  	True 
1024	True 	spk_b      	spk_b  	spk_b  	True 
1025	True 	spk_b      	spk_b  	spk_b  	True 
1026	True 	spk_b      	spk_b  	spk_b  	True 
1027	True 	spk_b      	spk_b  	spk_b  	True 
1028	True 	spk_b      	spk_b  	spk_b  	True 
1029	True 	spk_b      	spk_b  	spk_b  	True 
1030	True 	spk_b      	spk_b  	spk_b  	True 
1031	True 	spk_b      	spk_b  	spk_b  	True 
1032	True 	spk_b      	spk_b  	spk_b  	True 
1033	True 	spk_b      	spk_b  	spk_b  	True 
1034	True 	spk_b      	spk_b  	spk_b  	True 
1035	True 	spk_b      	spk_b  	spk_b  	True 
1036	True 	spk_b      	spk_b  	spk_b  	True 
1037	True 	spk_b      	spk_b  	spk_b  	True 
1038	True 	spk_b      	spk_b  	spk_b  	True 
1039	True 	spk_b      	spk_b  	spk_b  	True 
1040	True 	spk_b      	spk_b  	spk_b  	True 
1041	True 	spk_b      	spk_b  	spk_b  	True 
1042	True 	spk_b      	spk_b  	spk_b  	True 
1043	True 	spk_b      	spk_b  	spk_b  	True 
1044	False	silence    	spk_b  	spk_b  	False
1045	False	silence    	spk_b  	spk_b  	False
1046	False	silence    	spk_b  	spk_b  	False
1047	False	silence    	spk_b  	spk_b  	False
1048	False	silence    	spk_b  	spk_b  	False
1049	False	silence    	spk_b  	spk_b  	False
1050	False	silence    	spk_b  	spk_b  	False
1051	False	silence    	spk_b  	spk_b  	False
1052	False	silence    	spk_b  	spk_b  	False
1053	False	silence    	spk_b  	spk_b  	False
1054	False	silence    	spk_b  	spk_b  	False
1055	False	silence    	spk_b  	spk_b  	False
1056	True 	spk_b      	spk_b  	spk_b  	True 
1057	True 	spk_b      	spk_b  	spk_b  	True 
1058	True 	spk_b      	spk_b  	spk_a  	True 
1059	True 	spk_b      	spk_b  	spk_a  	True 
1060	True 	spk_b      	spk_b  	spk_a  	True 
1061	True 	spk_b      	spk_b  	spk_b  	True 
1062	True 	spk_b      	spk_b  	spk_b  	True 
1063	True 	spk_b      	spk_b  	spk_b  	True 
1064	True 	spk_b      	spk_b  	spk_b  	True 
1065	True 	spk_b      	spk_b  	spk_b  	True 
1066	True 	spk_b      	spk_b  	spk_b  	True 
1067	True 	spk_b      	spk_b  	spk_b  	True 
1068	True 	spk_b      	spk_b  	spk_b  	True 
1069	True 	spk_b      	spk_b  	spk_b  	True 
1070	True 	spk_b      	spk_b  	spk_b  	True 
1071	True 	spk_b      	spk_b  	spk_b  	True 
1072	True 	spk_b      	spk_b  	spk_b  	True 
1073	True 	spk_b      	spk_b  	spk_b  	True 
1074	True 	spk_b      	spk_b  	spk_b  	True 
1075	True 	spk_b      	spk_b  	spk_b  	True 
1076	True 	spk_b      	spk_b  	spk_b  	True 
1077	True 	spk_b      	spk_b  	spk_b  	True 
1078	True 	spk_b      	spk_b  	spk_a  	True 
1079	True 	spk_b      	spk_b  	spk_a  	True 
1080	True 	spk_b      	spk_b  	spk_a  	True 
1081	True 	spk_b      	spk_b  	spk_a  	True 
1082	True 	spk_b      	spk_b  	spk_b  	True 
1083	True 	spk_b      	spk_b  	spk_a  	True 
1084	True 	spk_b      	spk_b  	spk_a  	True 
1085	True 	spk_b      	spk_b  	spk_a  	True 
1086	True 	spk_b      	spk_b  	spk_a  	True 
1087	True 	spk_b      	spk_b  	spk_a  	True 
1088	True 	spk_b      	spk_b  	spk_a  	True 
1089	False	silence    	spk_b  	spk_a  	False
1090	False	silence    	spk_b  	spk_a  	False
1091	False	silence    	spk_b  	spk_a  	False
1092	False	silence    	spk_b  	spk_b  	False
1093	False	silence    	spk_b  	spk_b  	False
1094	False	silence    	spk_b  	spk_b  	False
1095	False	silence    	spk_b  	spk_a  	False
1096	False	silence    	spk_b  	spk_a  	False
1097	False	silence    	spk_b  	spk_a  	False
1098	False	silence    	spk_b  	spk_a  	False
1099	False	silence    	spk_b  	spk_a  	False
1100	False	silence    	spk_b  	spk_a  	False
1101	False	silence    	spk_b  	spk_a  	False
1102	False	silence    	spk_b  	spk_b  	False
1103	False	silence    	spk_b  	spk_b  	False
1104	False	silence    	spk_b  	spk_a  	False
1105	False	silence    	spk_b  	spk_b  	False
1106	False	silence    	spk_b  	spk_a  	False
1107	False	silence    	spk_b  	spk_a  	False
1108	False	silence    	spk_b  	spk_a  	False
1109	False	silence    	spk_b  	spk_a  	False
1110	False	silence    	spk_b  	spk_a  	False
1111	False	silence    	spk_b  	spk_a  	False
1112	False	silence    	spk_b  	spk_a  	False
1113	False	silence    	spk_b  	spk_a  	False
1114	False	silence    	spk_b  	spk_a  	False
1115	False	silence    	spk_b  	spk_a  	False
1116	False	silence    	spk_b  	spk_a  	False
1117	False	silence    	spk_b  	spk_a  	False
1118	False	silence    	spk_b  	spk_a  	False
1119	False	silence    	spk_b  	spk_a  	False
1120	False	silence    	spk_b  	spk_a  	False
1121	False	silence    	spk_b  	spk_a  	False
1122	True 	spk_b      	spk_b  	spk_a  	True 
1123	True 	spk_b      	spk_b  	spk_a  	True 
1124	True 	spk_b      	spk_b  	spk_a  	True 
1125	True 	spk_b      	spk_b  	spk_a  	True 
1126	True 	spk_b      	spk_b  	spk_a  	True 
1127	True 	spk_b      	spk_b  	spk_b  	True 
1128	True 	spk_b      	spk_b  	spk_b  	True 
1129	True 	spk_b      	spk_b  	spk_b  	True 
1130	True 	spk_b      	spk_b  	spk_a  	True 
1131	True 	spk_b      	spk_b  	spk_a  	True 
1132	True 	spk_b      	spk_b  	spk_a  	True 
1133	True 	spk_b      	spk_b  	spk_a  	True 
1134	True 	spk_b      	spk_b  	spk_a  	True 
1135	True 	spk_b      	spk_b  	spk_a  	True 
1136	True 	spk_b      	spk_b  	spk_a  	True 
1137	True 	spk_b      	spk_b  	spk_a  	True 
1138	True 	spk_b      	spk_b  	spk_a  	True 
1139	True 	spk_b      	spk_b  	spk_a  	True 
1140	True 	spk_b      	spk_b  	spk_a  	True 
1141	True 	spk_b      	spk_b  	spk_a  	True 
1142	True 	spk_b      	spk_b  	spk_a  	True 
1143	True 	spk_b      	spk_b  	spk_a  	True 
1144	True 	spk_b      	spk_b  	spk_a  	True 
1145	True 	spk_b      	spk_b  	spk_a  	True 
1146	True 	spk_b      	spk_b  	spk_a  	True 
1147	True 	spk_b      	spk_b  	spk_a  	True 
1148	True 	spk_b      	spk_b  	spk_a  	True 
1149	True 	spk_b      	spk_b  	spk_a  	True 
1150	True 	spk_b      	spk_b  	spk_a  	True 
1151	True 	spk_b      	spk_b  	spk_a  	True 
1152	True 	spk_b      	spk_b  	spk_a  	True 
1153	True 	spk_b      	spk_b  	spk_a  	True 
1154	True 	spk_b      	spk_b  	spk_a  	True 
1155	True 	spk_b      	spk_b  	spk_a  	True 
1156	True 	spk_b      	spk_b  	spk_a  	True 
1157	True 	spk_b      	spk_b  	spk_a  	True 
1158	True 	spk_b      	spk_b  	spk_a  	True 
1159	True 	spk_b      	spk_b  	spk_a  	True 
1160	True 	spk_b      	spk_b  	spk_a  	True 
1161	True 	spk_b      	spk_b  	spk_a  	True 
1162	True 	spk_b      	spk_b  	spk_a  	True 
1163	True 	spk_b      	spk_b  	spk_b  	True 
1164	True 	spk_b      	spk_b  	spk_b  	True 
1165	True 	spk_b      	spk_b  	spk_b  	True 
1166	True 	spk_b      	spk_b  	spk_b  	True 
1167	True 	spk_b      	spk_b  	spk_b  	True 
1168	True 	spk_b      	spk_b  	spk_b  	True 
1169	True 	spk_b      	spk_b  	spk_a  	True 
1170	True 	spk_b      	spk_b  	spk_a  	True 
1171	True 	spk_b      	spk_b  	spk_a  	True 
1172	True 	spk_b      	spk_b  	spk_a  	True 
1173	True 	spk_b      	spk_b  	spk_a  	True 
1174	True 	spk_b      	spk_b  	spk_a  	True 
1175	True 	spk_b      	spk_b  	spk_a  	True 
1176	True 	spk_b      	spk_b  	spk_a  	True 
1177	True 	spk_b      	spk_b  	spk_a  	True 
1178	True 	spk_b      	spk_b  	spk_a  	True 
1179	True 	spk_b      	spk_b  	spk_b  	True 
1180	True 	spk_b      	spk_b  	spk_b  	True 
1181	True 	spk_b      	spk_b  	spk_b  	True 
1182	True 	spk_b      	spk_b  	spk_b  	True 
1183	True 	spk_b      	spk_b  	spk_b  	True 
1184	True 	spk_b      	spk_b  	spk_b  	True 
1185	True 	spk_b      	spk_b  	spk_b  	True 
1186	True 	spk_b      	spk_b  	spk_b  	True 
1187	True 	spk_b      	spk_b  	spk_b  	True 
1188	False	silence    	spk_b  	spk_a  	False
1189	False	silence    	spk_b  	spk_b  	False
1190	False	silence    	spk_b  	spk_a  	False
1191	False	silence    	spk_b  	spk_a  	False
1192	False	silence    	spk_b  	spk_a  	False
1193	False	silence    	spk_b  	spk_a  	False
1194	False	silence    	spk_b  	spk_a  	False
1195	False	silence    	spk_b  	spk_a  	False
1196	False	silence    	spk_b  	spk_a  	False
1197	False	silence    	spk_b  	spk_a  	False
1198	False	silence    	spk_b  	spk_a  	False
1199	False	silence    	spk_b  	spk_a  	False
